Age,Attrition,BusinessTravel,Department,EmployeeNumber,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction
40,No,Travel_Rarely,Hardware,20369,Male,173,4,3,Research Director,1
54,No,Travel_Frequently,Research & Development,20370,Female,75,3,5,Healthcare Representative,2
60,Yes,Travel_Rarely,Software,20371,Female,143,2,3,Research Scientist,1
46,No,Non-Travel,Research & Development,20372,Female,86,1,2,Developer,2
38,Yes,Non-Travel,Hardware,20373,Female,149,1,3,Developer,4
41,No,Travel_Rarely,Support,20374,Female,35,3,3,Laboratory Technician,4
22,Yes,Non-Travel,Support,20375,Male,66,3,5,Research Scientist,3
38,No,Travel_Rarely,Research & Development,20376,Male,130,4,2,Human Resources,3
55,No,Non-Travel,Research & Development,20377,Female,167,1,5,Laboratory Technician,2
37,Yes,Travel_Rarely,Human Resources,20378,Female,59,2,3,Manufacturing Director,3
55,No,Non-Travel,Support,20379,Male,94,1,3,Human Resources,4
33,Yes,Non-Travel,Support,20380,Female,64,1,3,Sales Executive,2
24,No,Non-Travel,Sales,20381,Female,105,4,2,Developer,3
28,Yes,Travel_Frequently,Human Resources,20382,Female,145,2,5,Research Scientist,1
18,No,Travel_Rarely,Sales,20383,Male,167,3,3,Healthcare Representative,1
56,No,Travel_Rarely,Hardware,20384,Female,63,1,2,Sales Executive,2
30,No,Travel_Frequently,Research & Development,20385,Female,82,1,3,Manufacturing Director,1
25,No,Travel_Frequently,Sales,20386,Male,118,1,1,Sales Representative,4
47,Yes,Non-Travel,Support,20387,Male,47,3,3,Laboratory Technician,3
57,Yes,Travel_Rarely,Hardware,20388,Male,152,4,3,Laboratory Technician,3
25,No,Travel_Frequently,Human Resources,20389,Female,144,4,5,Laboratory Technician,1
34,No,Non-Travel,Human Resources,20390,Male,78,2,4,Healthcare Representative,3
34,No,Non-Travel,Software,20391,Female,136,4,3,Sales Executive,4
60,No,Travel_Frequently,Software,20392,Female,166,4,4,Developer,2
19,Yes,Travel_Frequently,Research & Development,20393,Male,169,2,1,Research Scientist,4
31,Yes,Travel_Frequently,Support,20394,Male,200,2,2,Developer,2
22,Yes,Non-Travel,Software,20395,Female,122,3,5,Human Resources,3
58,Yes,Travel_Frequently,Sales,20396,Female,85,4,2,Human Resources,4
31,No,Travel_Rarely,Hardware,20397,Male,146,1,2,Sales Representative,1
37,No,Non-Travel,Support,20398,Male,77,1,4,Laboratory Technician,2
53,Yes,Travel_Frequently,Human Resources,20399,Female,50,4,5,Human Resources,2
50,No,Non-Travel,Software,20400,Female,75,1,3,Sales Representative,4
47,No,Non-Travel,Support,20401,Male,168,3,1,Research Scientist,2
33,Yes,Travel_Frequently,Research & Development,20402,Female,139,3,2,Laboratory Technician,1
21,No,Travel_Rarely,Support,20403,Female,78,3,5,Developer,1
45,No,Travel_Frequently,Research & Development,20404,Female,59,3,3,Research Scientist,4
35,No,Travel_Rarely,Sales,20405,Female,118,2,4,Laboratory Technician,1
54,Yes,Non-Travel,Research & Development,20406,Female,58,1,4,Healthcare Representative,3
59,No,Travel_Frequently,Hardware,20407,Female,98,4,5,Sales Representative,2
37,Yes,Travel_Frequently,Support,20408,Male,186,2,3,Sales Executive,4
50,No,Travel_Rarely,Software,20409,Female,80,4,5,Research Director,3
39,Yes,Travel_Frequently,Sales,20410,Male,81,4,4,Research Director,2
31,No,Non-Travel,Hardware,20411,Male,86,2,3,Healthcare Representative,4
30,No,Travel_Rarely,Sales,20412,Female,138,1,1,Developer,2
59,No,Travel_Frequently,Research & Development,20413,Female,115,1,1,Sales Executive,3
34,Yes,Travel_Rarely,Research & Development,20414,Male,34,4,1,Laboratory Technician,4
60,No,Non-Travel,Software,20415,Male,152,3,3,Manufacturing Director,2
29,No,Non-Travel,Sales,20416,Male,33,2,5,Laboratory Technician,1
24,No,Non-Travel,Support,20417,Male,77,1,2,Laboratory Technician,2
22,No,Non-Travel,Sales,20418,Female,58,4,1,Sales Executive,4
50,Yes,Travel_Rarely,Support,20419,Female,123,2,4,Laboratory Technician,3
50,No,Non-Travel,Human Resources,20420,Female,160,2,4,Developer,3
46,No,Travel_Frequently,Human Resources,20421,Female,152,2,1,Sales Executive,3
56,No,Non-Travel,Sales,20422,Female,33,3,3,Sales Executive,1
20,No,Travel_Frequently,Software,20423,Female,190,4,4,Manager,2
45,No,Non-Travel,Support,20424,Female,82,2,4,Research Scientist,4
44,Yes,Travel_Rarely,Sales,20425,Female,78,2,5,Research Director,4
29,Yes,Travel_Rarely,Support,20426,Male,70,2,4,Manufacturing Director,2
26,No,Travel_Frequently,Hardware,20427,Male,64,4,3,Sales Representative,3
60,No,Travel_Frequently,Hardware,20428,Female,170,2,5,Research Director,1
50,Yes,Non-Travel,Research & Development,20429,Male,116,1,1,Manager,2
45,Yes,Non-Travel,Software,20430,Male,182,2,4,Laboratory Technician,4
53,Yes,Travel_Frequently,Support,20431,Male,47,1,5,Sales Executive,4
55,No,Non-Travel,Support,20432,Male,107,4,4,Human Resources,4
33,No,Travel_Rarely,Sales,20433,Female,177,2,1,Research Scientist,3
31,Yes,Travel_Rarely,Human Resources,20434,Male,177,2,4,Sales Executive,4
43,Yes,Non-Travel,Research & Development,20435,Female,107,2,4,Human Resources,1
40,No,Travel_Rarely,Hardware,20436,Female,164,1,1,Healthcare Representative,1
47,No,Non-Travel,Support,20437,Male,199,4,1,Human Resources,1
52,No,Travel_Rarely,Sales,20438,Male,106,2,4,Manufacturing Director,3
19,Yes,Non-Travel,Sales,20439,Male,178,3,4,Manager,3
43,Yes,Travel_Rarely,Hardware,20440,Female,131,1,1,Manufacturing Director,1
36,No,Non-Travel,Sales,20441,Male,43,4,5,Manufacturing Director,2
27,No,Travel_Frequently,Hardware,20442,Female,64,2,2,Research Scientist,2
50,Yes,Travel_Rarely,Research & Development,20443,Female,174,1,1,Healthcare Representative,3
56,Yes,Travel_Frequently,Hardware,20444,Male,170,2,5,Sales Executive,3
41,No,Non-Travel,Software,20445,Female,123,2,2,Research Scientist,3
21,Yes,Travel_Rarely,Support,20446,Male,43,3,1,Laboratory Technician,3
55,Yes,Non-Travel,Support,20447,Female,37,4,4,Manager,3
27,Yes,Travel_Rarely,Research & Development,20448,Female,169,1,5,Human Resources,1
30,Yes,Travel_Rarely,Support,20449,Male,200,4,2,Sales Representative,1
26,Yes,Travel_Rarely,Support,20450,Male,159,1,1,Sales Representative,2
47,Yes,Travel_Frequently,Human Resources,20451,Male,171,4,4,Manufacturing Director,4
33,Yes,Travel_Rarely,Sales,20452,Female,168,2,3,Healthcare Representative,3
40,Yes,Travel_Rarely,Human Resources,20453,Male,86,3,1,Research Scientist,3
20,No,Travel_Rarely,Sales,20454,Female,76,3,3,Sales Representative,4
43,Yes,Travel_Rarely,Support,20455,Female,43,3,5,Sales Representative,2
41,Yes,Non-Travel,Support,20456,Male,142,4,4,Manufacturing Director,3
29,Yes,Travel_Rarely,Software,20457,Female,66,1,3,Research Director,1
24,No,Travel_Frequently,Hardware,20458,Female,176,2,1,Manufacturing Director,1
27,Yes,Travel_Frequently,Sales,20459,Female,68,2,1,Manufacturing Director,4
22,Yes,Travel_Rarely,Human Resources,20460,Male,170,3,1,Developer,1
39,No,Travel_Frequently,Software,20461,Male,156,1,2,Research Scientist,4
53,Yes,Travel_Frequently,Hardware,20462,Male,41,2,1,Research Director,4
57,Yes,Non-Travel,Support,20463,Female,124,4,3,Manufacturing Director,2
26,Yes,Travel_Frequently,Research & Development,20464,Female,133,1,1,Developer,3
23,Yes,Travel_Frequently,Sales,20465,Male,87,2,1,Sales Representative,1
25,Yes,Non-Travel,Hardware,20466,Male,53,2,5,Research Scientist,1
34,Yes,Travel_Rarely,Human Resources,20467,Female,158,4,2,Research Director,1
60,No,Travel_Frequently,Sales,20468,Male,138,2,2,Sales Executive,3
36,Yes,Travel_Frequently,Research & Development,20469,Female,193,1,3,Research Director,1
34,No,Non-Travel,Support,20470,Male,131,2,5,Sales Representative,2
44,Yes,Travel_Rarely,Hardware,20471,Female,150,2,3,Research Scientist,2
21,No,Travel_Frequently,Sales,20472,Female,133,1,2,Sales Representative,3
38,No,Travel_Rarely,Hardware,20473,Female,113,2,1,Sales Representative,1
22,No,Travel_Rarely,Software,20474,Female,45,2,2,Sales Representative,3
20,Yes,Non-Travel,Support,20475,Female,120,4,4,Developer,3
58,Yes,Non-Travel,Hardware,20476,Female,71,4,2,Research Director,3
59,Yes,Travel_Rarely,Human Resources,20477,Male,103,3,3,Research Director,4
28,No,Travel_Rarely,Software,20478,Male,125,2,3,Manager,3
60,Yes,Non-Travel,Hardware,20479,Male,182,3,2,Manager,3
58,No,Travel_Rarely,Sales,20480,Male,125,1,4,Human Resources,1
32,Yes,Travel_Frequently,Hardware,20481,Male,167,4,4,Manufacturing Director,3
58,No,Non-Travel,Research & Development,20482,Female,119,1,1,Healthcare Representative,3
31,No,Travel_Frequently,Support,20483,Male,123,2,2,Manufacturing Director,1
35,Yes,Non-Travel,Hardware,20484,Male,85,4,5,Human Resources,4
56,No,Travel_Frequently,Support,20485,Female,91,4,2,Research Director,2
53,No,Travel_Frequently,Support,20486,Female,157,1,5,Developer,4
31,No,Non-Travel,Hardware,20487,Male,52,4,5,Research Director,2
57,Yes,Travel_Frequently,Human Resources,20488,Male,169,4,3,Healthcare Representative,4
43,Yes,Travel_Rarely,Software,20489,Female,191,4,5,Research Director,1
36,Yes,Non-Travel,Sales,20490,Female,41,4,2,Human Resources,1
18,No,Non-Travel,Research & Development,20491,Female,65,1,3,Sales Executive,4
60,No,Travel_Frequently,Support,20492,Female,162,1,4,Developer,2
45,Yes,Travel_Frequently,Human Resources,20493,Male,68,2,1,Sales Representative,3
60,No,Non-Travel,Support,20494,Female,119,4,3,Manager,3
35,Yes,Travel_Rarely,Human Resources,20495,Male,127,2,4,Laboratory Technician,3
56,Yes,Travel_Frequently,Human Resources,20496,Male,146,4,1,Research Director,2
43,Yes,Travel_Frequently,Sales,20497,Female,128,1,3,Laboratory Technician,2
36,No,Travel_Rarely,Sales,20498,Female,148,3,2,Healthcare Representative,4
30,Yes,Travel_Rarely,Human Resources,20499,Female,164,3,1,Research Director,3
52,Yes,Travel_Frequently,Sales,20500,Male,62,2,2,Healthcare Representative,1
48,No,Travel_Rarely,Support,20501,Male,74,4,2,Manufacturing Director,3
43,Yes,Travel_Rarely,Research & Development,20502,Male,85,3,5,Human Resources,4
21,No,Non-Travel,Support,20503,Male,200,1,4,Research Scientist,2
23,No,Non-Travel,Sales,20504,Male,185,2,4,Research Director,4
38,Yes,Non-Travel,Sales,20505,Male,179,2,3,Manufacturing Director,4
44,Yes,Travel_Rarely,Software,20506,Female,61,3,3,Laboratory Technician,2
20,Yes,Travel_Rarely,Research & Development,20507,Male,194,2,4,Research Director,3
22,No,Travel_Rarely,Research & Development,20508,Male,90,3,3,Healthcare Representative,4
32,Yes,Travel_Rarely,Hardware,20509,Male,197,4,1,Research Director,3
56,Yes,Non-Travel,Human Resources,20510,Male,59,1,4,Human Resources,3
48,No,Travel_Rarely,Hardware,20511,Female,89,4,4,Human Resources,1
47,Yes,Travel_Frequently,Sales,20512,Male,65,3,2,Developer,1
54,Yes,Travel_Frequently,Software,20513,Male,39,3,3,Sales Executive,1
53,No,Non-Travel,Sales,20514,Female,144,2,1,Manager,1
37,Yes,Non-Travel,Hardware,20515,Male,79,1,4,Healthcare Representative,4
46,No,Non-Travel,Research & Development,20516,Female,163,1,2,Research Director,4
55,Yes,Non-Travel,Human Resources,20517,Female,141,3,2,Research Scientist,2
25,Yes,Travel_Frequently,Sales,20518,Female,58,1,3,Manager,2
43,Yes,Travel_Rarely,Human Resources,20519,Female,62,2,2,Healthcare Representative,1
59,No,Non-Travel,Research & Development,20520,Male,158,4,4,Laboratory Technician,2
25,Yes,Travel_Frequently,Software,20521,Female,170,2,5,Manager,1
41,Yes,Non-Travel,Research & Development,20522,Female,46,1,2,Research Scientist,1
36,No,Travel_Rarely,Hardware,20523,Female,156,2,4,Manager,2
33,No,Non-Travel,Sales,20524,Female,58,4,4,Research Scientist,2
29,No,Travel_Frequently,Support,20525,Male,167,4,3,Manufacturing Director,1
22,Yes,Non-Travel,Research & Development,20526,Female,196,3,2,Sales Executive,2
46,Yes,Non-Travel,Sales,20527,Female,70,1,2,Research Scientist,1
27,No,Travel_Rarely,Research & Development,20528,Male,141,1,5,Sales Executive,3
32,No,Non-Travel,Research & Development,20529,Male,186,3,3,Sales Representative,1
41,No,Non-Travel,Hardware,20530,Male,156,3,4,Research Scientist,3
24,Yes,Travel_Rarely,Support,20531,Male,54,3,1,Sales Representative,1
46,No,Travel_Rarely,Support,20532,Female,186,2,2,Developer,3
45,Yes,Travel_Frequently,Hardware,20533,Female,158,1,2,Research Director,4
32,Yes,Travel_Rarely,Hardware,20534,Male,91,2,2,Sales Representative,4
51,Yes,Travel_Rarely,Software,20535,Male,174,2,4,Developer,3
59,Yes,Travel_Frequently,Sales,20536,Female,110,1,5,Manager,3
19,Yes,Travel_Rarely,Sales,20537,Female,129,2,2,Research Scientist,2
28,Yes,Travel_Frequently,Human Resources,20538,Male,150,1,2,Laboratory Technician,3
43,No,Travel_Rarely,Research & Development,20539,Male,156,1,2,Developer,3
22,No,Travel_Frequently,Software,20540,Male,138,1,4,Manufacturing Director,3
50,No,Travel_Frequently,Support,20541,Male,38,1,1,Sales Representative,2
59,No,Non-Travel,Human Resources,20542,Female,140,2,1,Research Director,2
32,No,Non-Travel,Software,20543,Male,116,1,5,Developer,3
45,Yes,Travel_Rarely,Sales,20544,Male,156,4,3,Sales Executive,2
37,Yes,Travel_Frequently,Human Resources,20545,Male,43,2,5,Healthcare Representative,4
29,No,Non-Travel,Hardware,20546,Female,102,4,5,Research Scientist,3
60,No,Travel_Rarely,Software,20547,Female,142,1,1,Manager,3
52,Yes,Travel_Frequently,Research & Development,20548,Male,140,1,5,Healthcare Representative,1
40,No,Non-Travel,Software,20549,Male,37,2,4,Healthcare Representative,2
21,No,Travel_Rarely,Software,20550,Male,72,2,2,Developer,3
51,Yes,Travel_Rarely,Research & Development,20551,Female,90,4,1,Research Scientist,1
57,Yes,Non-Travel,Research & Development,20552,Female,104,4,2,Sales Representative,1
44,No,Non-Travel,Research & Development,20553,Female,63,3,1,Developer,4
18,No,Non-Travel,Sales,20554,Female,57,3,1,Laboratory Technician,4
31,No,Travel_Rarely,Hardware,20555,Female,100,3,3,Human Resources,3
58,No,Travel_Frequently,Research & Development,20556,Male,107,4,1,Research Director,1
38,No,Travel_Rarely,Sales,20557,Female,85,3,4,Manufacturing Director,4
23,Yes,Non-Travel,Sales,20558,Female,55,2,2,Developer,1
18,Yes,Travel_Rarely,Support,20559,Female,142,4,1,Manager,1
33,Yes,Travel_Rarely,Human Resources,20560,Male,113,1,5,Human Resources,1
58,No,Travel_Rarely,Software,20561,Male,151,1,5,Sales Representative,4
59,Yes,Non-Travel,Sales,20562,Male,115,4,5,Manufacturing Director,2
52,Yes,Non-Travel,Research & Development,20563,Female,101,4,5,Manager,1
30,Yes,Travel_Frequently,Hardware,20564,Male,78,3,4,Human Resources,1
30,No,Non-Travel,Software,20565,Female,74,3,1,Laboratory Technician,1
45,No,Non-Travel,Human Resources,20566,Male,101,2,2,Manager,3
18,No,Non-Travel,Support,20567,Male,88,4,4,Human Resources,1
53,Yes,Non-Travel,Sales,20568,Male,76,3,4,Human Resources,1
50,No,Travel_Rarely,Research & Development,20569,Male,192,4,4,Human Resources,3
35,Yes,Travel_Rarely,Software,20570,Male,178,4,2,Manager,4
40,No,Non-Travel,Hardware,20571,Male,108,1,4,Healthcare Representative,1
47,Yes,Travel_Rarely,Hardware,20572,Male,123,1,1,Developer,3
31,No,Travel_Frequently,Sales,20573,Female,112,2,4,Healthcare Representative,2
37,No,Travel_Rarely,Support,20574,Female,149,1,1,Research Director,4
28,Yes,Travel_Rarely,Support,20575,Male,108,2,4,Laboratory Technician,3
19,No,Travel_Frequently,Support,20576,Male,51,4,3,Developer,2
50,Yes,Travel_Frequently,Sales,20577,Female,69,4,4,Laboratory Technician,3
51,No,Travel_Rarely,Hardware,20578,Female,200,1,4,Research Scientist,3
49,Yes,Non-Travel,Support,20579,Male,71,4,5,Manager,4
42,No,Travel_Frequently,Software,20580,Male,95,4,4,Research Scientist,2
59,Yes,Travel_Rarely,Human Resources,20581,Female,96,2,2,Human Resources,2
39,No,Travel_Rarely,Software,20582,Female,151,3,2,Research Director,4
25,No,Travel_Frequently,Support,20583,Male,151,4,2,Laboratory Technician,4
60,No,Travel_Rarely,Support,20584,Female,173,1,4,Healthcare Representative,1
40,Yes,Travel_Frequently,Sales,20585,Female,97,3,1,Healthcare Representative,2
29,Yes,Non-Travel,Hardware,20586,Female,111,2,4,Manufacturing Director,2
39,No,Travel_Frequently,Research & Development,20587,Female,172,4,3,Sales Executive,4
37,Yes,Travel_Rarely,Software,20588,Female,48,1,3,Sales Executive,4
34,No,Travel_Frequently,Sales,20589,Male,137,2,3,Sales Executive,1
20,Yes,Travel_Rarely,Software,20590,Female,159,4,3,Research Director,2
52,Yes,Non-Travel,Software,20591,Female,187,2,1,Human Resources,3
41,Yes,Non-Travel,Hardware,20592,Male,56,3,5,Human Resources,4
20,No,Non-Travel,Human Resources,20593,Female,81,3,1,Developer,3
25,Yes,Travel_Frequently,Hardware,20594,Male,63,2,1,Sales Executive,3
22,No,Non-Travel,Hardware,20595,Male,64,1,5,Manufacturing Director,2
34,No,Travel_Frequently,Human Resources,20596,Male,159,3,3,Healthcare Representative,3
52,Yes,Non-Travel,Support,20597,Female,140,3,1,Sales Executive,4
36,Yes,Travel_Rarely,Sales,20598,Female,67,2,2,Research Scientist,2
24,Yes,Travel_Frequently,Human Resources,20599,Female,129,3,1,Manager,4
57,Yes,Non-Travel,Hardware,20600,Female,75,3,4,Healthcare Representative,4
27,No,Travel_Frequently,Support,20601,Female,85,2,3,Research Scientist,2
44,No,Non-Travel,Hardware,20602,Female,182,2,3,Laboratory Technician,1
47,Yes,Travel_Rarely,Human Resources,20603,Female,153,1,3,Laboratory Technician,4
42,No,Travel_Frequently,Hardware,20604,Male,126,4,5,Healthcare Representative,4
21,Yes,Non-Travel,Hardware,20605,Male,50,1,4,Manager,4
31,No,Travel_Rarely,Hardware,20606,Female,37,1,2,Manager,2
50,No,Travel_Frequently,Support,20607,Male,82,2,1,Laboratory Technician,3
21,Yes,Travel_Rarely,Support,20608,Male,85,3,3,Manager,4
31,No,Travel_Rarely,Human Resources,20609,Female,174,2,3,Research Scientist,2
53,No,Travel_Rarely,Research & Development,20610,Male,135,3,3,Human Resources,2
41,Yes,Non-Travel,Research & Development,20611,Male,137,1,4,Healthcare Representative,4
47,No,Non-Travel,Sales,20612,Male,109,4,2,Laboratory Technician,2
30,Yes,Travel_Rarely,Support,20613,Male,118,2,2,Research Director,2
35,Yes,Non-Travel,Research & Development,20614,Female,77,4,3,Manager,1
24,No,Non-Travel,Research & Development,20615,Female,90,2,3,Manufacturing Director,4
35,Yes,Travel_Frequently,Sales,20616,Male,188,2,5,Manager,2
37,No,Travel_Frequently,Human Resources,20617,Female,162,2,1,Developer,1
51,No,Travel_Frequently,Software,20618,Female,75,1,1,Manufacturing Director,4
53,No,Non-Travel,Research & Development,20619,Male,128,2,5,Sales Executive,4
44,No,Travel_Rarely,Software,20620,Male,133,2,5,Sales Representative,2
20,No,Travel_Rarely,Support,20621,Male,126,3,2,Manager,4
54,Yes,Non-Travel,Support,20622,Female,119,2,4,Research Scientist,1
34,No,Non-Travel,Research & Development,20623,Male,51,1,5,Sales Representative,1
18,Yes,Travel_Frequently,Hardware,20624,Male,136,1,4,Sales Executive,3
27,Yes,Travel_Rarely,Hardware,20625,Female,35,4,1,Laboratory Technician,4
46,Yes,Non-Travel,Sales,20626,Male,37,4,1,Healthcare Representative,2
56,No,Travel_Frequently,Research & Development,20627,Female,46,1,2,Research Scientist,2
48,No,Non-Travel,Software,20628,Male,169,2,1,Laboratory Technician,1
26,Yes,Non-Travel,Support,20629,Female,156,4,2,Laboratory Technician,2
47,No,Travel_Rarely,Research & Development,20630,Male,111,1,1,Sales Executive,3
41,Yes,Travel_Frequently,Sales,20631,Male,142,4,3,Healthcare Representative,2
37,Yes,Travel_Rarely,Hardware,20632,Male,104,1,5,Research Scientist,1
19,No,Travel_Rarely,Research & Development,20633,Female,38,2,5,Research Director,2
31,Yes,Travel_Frequently,Sales,20634,Female,200,4,5,Sales Representative,4
57,Yes,Travel_Frequently,Sales,20635,Female,48,3,5,Manufacturing Director,1
36,No,Non-Travel,Research & Development,20636,Female,56,2,3,Manufacturing Director,3
25,Yes,Travel_Frequently,Sales,20637,Female,168,1,4,Developer,3
40,Yes,Non-Travel,Sales,20638,Male,99,2,1,Sales Representative,1
28,Yes,Non-Travel,Hardware,20639,Female,53,2,5,Healthcare Representative,3
18,Yes,Travel_Frequently,Research & Development,20640,Female,82,1,1,Sales Representative,3
49,Yes,Travel_Rarely,Software,20641,Male,77,3,5,Developer,3
54,Yes,Non-Travel,Research & Development,20642,Female,115,3,1,Laboratory Technician,4
29,No,Travel_Rarely,Sales,20643,Male,102,3,2,Laboratory Technician,1
55,No,Travel_Rarely,Human Resources,20644,Male,92,3,4,Laboratory Technician,2
42,No,Travel_Rarely,Support,20645,Male,79,3,4,Research Scientist,4
51,No,Travel_Rarely,Sales,20646,Male,142,1,4,Sales Executive,4
20,Yes,Non-Travel,Sales,20647,Female,95,1,4,Human Resources,1
33,No,Non-Travel,Human Resources,20648,Male,143,1,3,Research Director,3
18,Yes,Travel_Frequently,Human Resources,20649,Male,146,4,3,Sales Executive,1
19,No,Travel_Rarely,Human Resources,20650,Male,157,1,1,Healthcare Representative,2
24,Yes,Travel_Frequently,Software,20651,Male,73,2,2,Sales Representative,4
23,Yes,Non-Travel,Human Resources,20652,Female,98,3,3,Sales Representative,3
43,Yes,Travel_Rarely,Support,20653,Male,194,3,5,Sales Executive,1
37,No,Travel_Frequently,Support,20654,Female,57,3,2,Sales Representative,4
22,No,Non-Travel,Human Resources,20655,Female,91,1,3,Laboratory Technician,1
59,No,Travel_Rarely,Sales,20656,Female,178,3,4,Sales Executive,4
19,Yes,Travel_Rarely,Sales,20657,Male,71,4,5,Laboratory Technician,1
54,No,Travel_Frequently,Hardware,20658,Male,74,2,5,Sales Representative,4
18,Yes,Non-Travel,Software,20659,Female,147,2,3,Research Director,1
57,Yes,Non-Travel,Software,20660,Female,187,1,3,Healthcare Representative,2
45,Yes,Travel_Frequently,Sales,20661,Male,97,3,4,Laboratory Technician,4
35,No,Non-Travel,Research & Development,20662,Female,186,3,1,Developer,2
41,No,Travel_Frequently,Hardware,20663,Female,143,3,4,Developer,2
46,Yes,Travel_Rarely,Human Resources,20664,Female,156,4,4,Developer,4
50,No,Non-Travel,Sales,20665,Female,109,2,1,Healthcare Representative,2
60,No,Travel_Frequently,Research & Development,20666,Female,99,3,4,Manager,1
20,Yes,Non-Travel,Sales,20667,Female,66,2,3,Sales Representative,1
19,Yes,Travel_Frequently,Software,20668,Female,163,4,4,Human Resources,2
47,No,Travel_Frequently,Sales,20669,Female,96,3,2,Sales Executive,2
18,Yes,Non-Travel,Human Resources,20670,Male,116,4,1,Research Director,1
19,No,Non-Travel,Support,20671,Male,38,3,5,Laboratory Technician,4
20,Yes,Non-Travel,Human Resources,20672,Female,38,3,1,Research Scientist,4
43,Yes,Non-Travel,Sales,20673,Male,176,4,1,Manufacturing Director,2
33,Yes,Travel_Rarely,Hardware,20674,Female,176,2,3,Healthcare Representative,3
49,Yes,Travel_Rarely,Support,20675,Female,66,3,3,Human Resources,2
53,No,Travel_Rarely,Support,20676,Male,123,3,1,Manufacturing Director,1
57,Yes,Travel_Frequently,Support,20677,Male,121,4,4,Healthcare Representative,1
42,Yes,Non-Travel,Human Resources,20678,Male,129,3,2,Research Director,1
27,Yes,Travel_Frequently,Research & Development,20679,Male,182,2,4,Laboratory Technician,1
22,No,Travel_Rarely,Software,20680,Female,34,1,1,Human Resources,2
53,No,Travel_Rarely,Sales,20681,Male,106,4,1,Sales Representative,1
39,Yes,Travel_Frequently,Hardware,20682,Male,52,3,5,Human Resources,3
31,Yes,Travel_Rarely,Sales,20683,Female,106,4,4,Research Scientist,1
50,Yes,Non-Travel,Support,20684,Male,196,4,3,Manager,3
22,No,Travel_Frequently,Support,20685,Female,146,4,5,Research Director,3
54,No,Travel_Frequently,Sales,20686,Male,97,1,4,Developer,2
30,Yes,Travel_Frequently,Support,20687,Female,152,1,5,Manufacturing Director,2
45,No,Travel_Frequently,Software,20688,Male,175,1,1,Developer,1
22,Yes,Non-Travel,Human Resources,20689,Male,78,4,3,Sales Representative,2
29,No,Travel_Rarely,Support,20690,Female,41,2,3,Sales Representative,1
31,Yes,Travel_Rarely,Research & Development,20691,Female,128,1,5,Research Scientist,2
52,No,Travel_Rarely,Human Resources,20692,Female,123,3,1,Healthcare Representative,3
25,Yes,Non-Travel,Research & Development,20693,Female,106,2,2,Sales Executive,4
41,No,Non-Travel,Human Resources,20694,Male,73,3,3,Manufacturing Director,3
38,Yes,Travel_Frequently,Sales,20695,Male,149,3,4,Manager,4
50,Yes,Travel_Frequently,Research & Development,20696,Male,55,2,5,Sales Representative,4
19,Yes,Travel_Rarely,Software,20697,Female,187,2,2,Research Director,3
22,No,Non-Travel,Support,20698,Male,86,1,3,Manufacturing Director,2
59,Yes,Travel_Rarely,Human Resources,20699,Female,139,3,2,Research Scientist,3
21,Yes,Non-Travel,Research & Development,20700,Female,187,1,1,Healthcare Representative,3
48,No,Travel_Frequently,Research & Development,20701,Female,150,2,5,Sales Executive,1
52,No,Non-Travel,Human Resources,20702,Female,38,1,3,Manufacturing Director,4
37,Yes,Non-Travel,Hardware,20703,Male,52,2,1,Research Scientist,1
34,No,Non-Travel,Sales,20704,Male,117,2,5,Research Director,3
40,Yes,Travel_Frequently,Hardware,20705,Male,190,3,3,Developer,2
51,No,Travel_Frequently,Human Resources,20706,Female,186,1,3,Healthcare Representative,3
52,Yes,Non-Travel,Sales,20707,Female,131,4,4,Manufacturing Director,1
30,Yes,Travel_Rarely,Support,20708,Female,111,4,4,Human Resources,4
35,Yes,Travel_Frequently,Software,20709,Male,47,1,2,Research Director,2
51,No,Travel_Frequently,Software,20710,Male,160,4,3,Laboratory Technician,2
60,Yes,Travel_Rarely,Software,20711,Female,195,2,3,Developer,1
54,No,Travel_Frequently,Hardware,20712,Female,197,3,3,Research Director,1
37,No,Travel_Frequently,Human Resources,20713,Male,102,3,1,Laboratory Technician,1
45,No,Travel_Rarely,Human Resources,20714,Male,140,4,2,Healthcare Representative,1
25,Yes,Travel_Frequently,Software,20715,Female,158,2,4,Research Scientist,2
24,No,Travel_Frequently,Hardware,20716,Female,165,3,2,Manager,2
46,No,Travel_Frequently,Research & Development,20717,Male,125,4,5,Sales Executive,1
18,No,Travel_Rarely,Research & Development,20718,Female,190,1,3,Manager,2
30,Yes,Non-Travel,Support,20719,Male,80,3,4,Laboratory Technician,1
27,No,Non-Travel,Research & Development,20720,Female,122,4,2,Manufacturing Director,3
19,Yes,Travel_Frequently,Research & Development,20721,Female,114,2,2,Laboratory Technician,3
31,No,Travel_Frequently,Research & Development,20722,Male,146,1,5,Manager,4
44,No,Travel_Frequently,Research & Development,20723,Female,89,2,4,Manufacturing Director,3
19,No,Travel_Frequently,Research & Development,20724,Female,55,2,2,Manager,3
57,No,Travel_Rarely,Software,20725,Female,156,3,4,Research Scientist,3
19,Yes,Travel_Frequently,Hardware,20726,Male,65,1,1,Human Resources,4
46,No,Travel_Rarely,Sales,20727,Male,174,2,2,Research Director,2
58,No,Travel_Frequently,Human Resources,20728,Female,138,4,3,Sales Executive,2
