Employee ID,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
36025,38978,No,26,35,4,4,13
36026,9865,No,13,9,4,1,1
36031,34166,Yes,49,39,4,5,9
36032,10071,No,28,9,4,4,3
36035,21428,No,47,12,4,1,2
36036,26170,No,49,38,4,14,9
36039,45484,No,47,3,2,2,1
36050,41038,No,49,4,4,2,1
36051,45782,Yes,38,1,4,1,1
36053,12884,Yes,35,5,1,1,3
36054,11380,No,1,11,1,1,1
36067,5709,Yes,23,13,2,8,2
36080,47623,Yes,29,35,1,5,10
36081,13130,No,6,14,1,12,7
36083,6484,No,29,7,3,3,1
36086,8772,No,22,1,3,1,1
36089,2960,Yes,26,34,2,7,24
36096,32095,Yes,33,24,3,17,6
36098,22873,Yes,11,16,3,1,1
36105,21185,Yes,38,5,2,1,2
36109,31650,Yes,48,27,3,3,7
36110,26966,No,28,25,4,2,13
36112,46489,No,23,11,3,1,1
36119,10497,Yes,9,32,3,3,8
36120,29690,Yes,4,39,3,13,24
36125,20514,No,35,17,1,5,5
36127,20903,Yes,30,39,2,15,13
36142,8351,Yes,40,20,2,1,1
36145,37311,No,7,25,1,8,15
36149,41220,Yes,38,37,2,8,3
36151,40416,Yes,38,26,2,7,6
36155,30589,No,14,26,1,2,1
36160,32879,No,18,34,1,1,9
36162,29530,No,3,22,2,1,1
36164,8384,No,26,31,4,6,24
36165,43446,No,13,12,4,1,1
36167,49093,No,13,20,1,3,10
36170,49300,Yes,25,22,4,13,14
36175,50359,No,37,10,1,2,5
36178,2668,Yes,46,14,2,2,1
36179,39252,No,7,6,3,3,2
36183,27280,Yes,30,38,3,1,1
36186,31796,No,32,24,4,6,6
36192,8900,Yes,36,18,4,12,15
36197,13534,Yes,18,2,2,2,1
36198,43848,Yes,45,5,3,2,5
36199,45875,No,33,10,4,3,4
36201,1252,No,1,36,1,9,4
36202,11769,No,48,39,4,25,29
36206,22281,Yes,8,18,4,1,4
36211,41019,Yes,25,31,3,3,8
36217,19352,Yes,40,10,1,1,4
36226,50494,No,3,1,2,1,1
36231,50384,Yes,29,38,2,3,5
36234,38361,Yes,16,28,4,9,10
36241,22405,No,14,18,3,4,5
36253,2245,No,16,20,1,5,15
36275,33946,No,1,3,3,3,2
36277,23963,No,1,38,3,13,31
36279,1421,No,3,31,2,2,1
36288,20727,No,26,35,4,1,7
36289,7449,No,29,5,2,1,2
36290,23264,No,0,22,3,4,9
36294,33416,Yes,23,16,3,6,9
36298,27666,Yes,27,36,2,6,1
36299,32713,Yes,22,6,3,1,1
36301,45688,No,27,37,2,15,13
36303,10913,No,16,4,1,1,1
36308,3104,No,18,23,3,5,17
36311,37944,Yes,17,8,4,1,2
36312,19915,No,1,12,2,1,5
36315,50415,No,5,14,1,3,1
36316,29190,No,36,10,2,4,2
36319,16678,Yes,48,19,2,13,12
36320,22382,Yes,20,11,4,4,1
36322,31421,No,12,26,3,2,6
36324,47437,No,23,16,4,1,3
36330,37254,Yes,17,12,2,6,8
36336,5496,No,1,13,1,3,2
36339,27312,Yes,13,2,3,1,1
36343,17349,No,5,31,2,19,16
36345,20315,No,4,40,3,4,14
36346,13848,Yes,22,35,1,25,12
36348,23257,No,10,27,4,8,3
36350,6834,No,40,30,1,16,8
36354,35341,Yes,30,36,3,26,22
36355,41835,No,46,17,1,2,2
36363,38255,No,45,36,3,3,22
36364,2846,Yes,3,39,1,9,2
36366,49286,No,45,32,2,10,15
36368,11882,Yes,4,17,1,1,2
36369,3873,No,49,4,4,2,1
36370,22725,Yes,28,1,3,1,1
36372,37802,Yes,12,21,1,2,2
36374,42924,Yes,30,36,3,8,10
36376,48134,Yes,32,23,1,10,14
36377,42363,Yes,24,12,1,2,1
36381,27920,Yes,7,3,3,1,1
36384,12888,No,22,32,4,1,1
36385,7258,No,3,37,2,10,16
36387,33465,No,17,30,2,20,21
36393,8006,No,2,32,2,9,7
36394,3487,No,10,3,1,1,1
36395,47246,Yes,35,36,2,16,14
36400,18426,Yes,20,14,1,4,5
36407,23560,Yes,20,30,4,15,14
36410,29752,Yes,38,16,2,4,1
36412,13235,Yes,7,17,3,4,4
36424,18202,Yes,24,4,3,2,1
36427,33300,Yes,18,5,2,1,3
36435,6466,Yes,49,35,2,5,7
36441,5442,Yes,1,29,1,1,6
36443,41846,Yes,10,39,3,28,22
36444,31021,Yes,2,6,3,2,1
36451,2209,No,35,35,1,3,2
36458,38715,Yes,40,10,3,3,5
36459,38604,No,9,15,3,4,11
36460,31648,No,24,6,1,3,1
36467,15362,No,44,38,2,22,3
36468,24731,Yes,28,25,3,4,1
36474,11525,Yes,39,11,2,5,3
36475,35096,Yes,0,17,4,6,6
36477,26797,Yes,12,32,2,21,14
36478,36134,Yes,43,25,4,4,11
36480,30696,No,46,4,4,2,3
36484,47293,Yes,46,25,3,3,1
36495,40587,Yes,29,33,3,18,20
36504,1790,No,21,39,3,1,1
36505,8413,Yes,10,35,2,4,2
36510,29451,No,47,11,1,3,5
36520,14583,No,0,14,4,2,3
36522,30437,No,47,24,2,5,12
36524,46369,No,25,30,1,12,2
36525,41072,No,35,29,1,17,13
36526,8872,Yes,21,16,1,15,14
36535,6831,No,38,22,1,14,11
36536,32593,No,14,23,4,2,4
36541,11657,Yes,16,31,3,6,10
36544,41539,Yes,46,9,1,4,6
36546,32413,No,0,15,3,8,3
36551,1715,No,46,14,2,3,2
36555,41895,No,12,35,2,18,12
36557,28631,Yes,17,23,3,3,2
36559,34170,Yes,46,29,2,2,6
36561,27612,No,1,36,2,22,4
36563,30210,No,20,19,2,5,7
36564,16018,No,48,22,1,10,3
36565,31944,No,22,36,1,25,9
36566,31655,Yes,12,17,1,8,4
36569,38777,No,37,18,3,11,12
36570,17846,No,17,22,2,19,5
36576,19464,Yes,18,29,1,18,14
36580,21142,Yes,28,15,2,1,1
36590,32079,No,41,28,4,1,6
36597,31676,No,3,26,4,18,20
36603,5288,Yes,34,36,2,3,3
36605,38752,Yes,41,39,1,22,26
36606,50785,Yes,10,14,1,6,7
36607,27033,No,2,28,1,4,4
36619,30445,Yes,9,37,4,10,1
36622,13012,No,16,13,3,3,3
36624,37430,No,8,11,4,1,1
36627,2116,Yes,44,18,2,5,7
36630,2866,No,45,33,4,19,17
36636,20949,Yes,12,5,4,2,3
36638,49815,Yes,26,25,2,2,2
36643,29829,No,20,24,1,3,12
36652,48810,No,39,30,2,4,7
36664,3485,Yes,48,29,1,2,11
36669,45584,Yes,25,7,2,1,1
36673,33517,Yes,48,6,1,2,2
36674,47827,No,3,8,1,4,3
36675,20104,Yes,32,5,3,1,1
36679,49854,No,18,7,3,5,6
36681,8121,No,42,33,1,22,5
36687,46873,Yes,49,20,3,3,4
36689,48631,Yes,39,16,1,11,6
36690,46453,No,12,24,1,9,10
36693,24697,Yes,46,17,2,17,17
36694,40727,Yes,26,4,3,4,1
36695,36732,No,40,4,2,1,2
36698,23482,Yes,28,13,4,4,1
36704,3063,Yes,32,13,1,5,8
36707,37832,No,17,5,3,2,2
36710,35704,No,5,11,3,2,4
36713,4614,Yes,17,30,3,6,6
36714,19568,Yes,49,3,2,3,2
36715,36556,Yes,40,18,2,7,1
36721,45420,No,1,27,2,16,10
36725,2603,No,9,6,4,1,1
36731,45987,Yes,29,17,1,2,7
36732,43740,Yes,21,17,3,4,2
36736,21626,Yes,46,10,1,1,3
36748,27796,Yes,25,39,1,18,2
36755,3497,Yes,4,22,4,3,3
36757,11772,No,5,4,4,1,1
36760,47968,Yes,46,35,4,1,1
36766,30531,Yes,44,12,2,5,6
36773,37357,No,47,21,2,3,2
36775,13968,Yes,4,5,3,1,1
36782,48477,Yes,39,29,1,5,1
36783,7651,Yes,2,10,4,1,2
36784,40587,No,41,14,3,3,4
36787,43179,No,43,16,4,1,4
36792,45666,No,7,16,2,2,7
36794,20928,Yes,37,4,3,3,3
36795,42777,Yes,43,28,1,3,4
36796,48464,Yes,12,6,1,1,1
36798,39046,Yes,28,8,2,3,5
36804,48165,No,34,10,1,1,2
36808,36517,Yes,34,21,3,3,1
36809,11744,Yes,21,30,3,1,1
36822,16401,Yes,36,10,2,2,7
36823,41928,Yes,34,30,1,14,9
36824,19693,Yes,1,40,1,17,18
36825,34159,No,35,14,3,2,4
36827,39189,No,40,1,3,1,1
36831,25789,No,30,31,3,7,4
36841,35630,No,15,5,4,3,1
36854,19945,No,5,12,3,1,1
36858,35416,No,38,32,2,3,9
36859,7194,No,35,39,1,25,1
36861,19498,No,3,12,2,8,5
36870,44274,Yes,36,1,4,1,1
36875,4666,No,18,3,3,3,2
36878,18145,Yes,41,6,1,2,2
36882,34870,No,30,15,2,7,2
36884,10115,No,38,7,1,1,1
36891,38982,No,47,14,1,10,6
36892,8595,No,46,15,3,9,10
36896,47286,Yes,27,10,4,6,2
36912,19718,No,43,28,2,8,3
36914,46108,No,17,37,3,8,1
36915,24882,No,9,15,2,7,7
36922,28273,No,37,5,3,2,1
36928,35550,Yes,37,18,4,4,3
36931,24378,No,25,37,1,16,9
36933,44546,No,18,7,1,1,1
36935,42032,No,32,23,1,21,5
36938,34143,No,25,29,2,1,1
36941,1385,No,43,28,2,14,13
36943,24426,No,27,38,3,23,9
36946,11705,Yes,6,13,4,3,10
36952,47861,Yes,25,33,2,10,17
36953,46206,Yes,47,21,1,2,2
36956,19984,Yes,27,27,3,7,14
36959,15273,No,1,36,1,12,9
36960,40379,No,39,13,1,8,1
36962,26899,No,19,11,1,5,1
36966,31242,Yes,2,4,3,1,1
36967,18013,Yes,17,34,2,1,1
36968,23484,No,43,27,3,1,4
36969,13717,No,26,3,2,2,1
36971,16538,No,16,26,3,5,6
36972,14068,Yes,18,4,4,2,3
36978,5097,Yes,47,1,3,1,1
36981,45043,No,19,40,1,1,1
36986,37000,No,21,31,4,7,5
36987,38909,Yes,3,22,2,7,2
36989,38289,Yes,36,18,1,1,12
36998,29494,Yes,18,31,4,6,8
37006,29988,No,30,18,3,6,14
37009,23516,Yes,20,38,4,11,18
37010,49722,No,38,21,4,18,15
37011,36531,No,27,9,1,1,3
37016,29303,Yes,18,39,1,1,3
37017,18318,Yes,6,11,4,3,1
37018,12157,No,47,12,2,9,2
37019,47699,No,2,5,1,4,2
37024,43483,No,11,37,3,4,17
37026,47009,No,0,24,3,1,6
37031,47845,No,45,13,4,11,9
37032,37116,No,44,33,2,5,1
37034,48001,No,39,6,1,2,3
37035,19664,No,43,10,1,2,6
37038,29488,No,10,16,4,5,1
37049,49802,Yes,40,31,3,6,4
37057,39469,No,38,15,3,6,7
37058,37428,No,25,11,2,3,5
37065,35203,Yes,43,32,4,1,2
37071,39277,Yes,4,25,1,7,5
37079,10717,Yes,3,4,1,1,1
37080,22317,No,48,27,1,1,1
37084,37635,No,24,21,3,4,7
37085,29658,Yes,33,3,2,1,3
37088,44096,Yes,32,29,1,12,3
37092,11522,No,17,28,2,6,2
37093,45009,Yes,44,9,1,1,1
37095,46084,No,14,12,1,7,2
37096,34195,No,3,36,3,6,12
37101,28768,Yes,12,26,2,13,14
37102,48398,Yes,31,35,1,6,10
37105,24638,Yes,25,38,2,7,18
37106,25370,No,44,15,4,3,5
37109,16556,No,22,15,1,2,2
37115,41132,No,31,7,1,7,6
37120,45813,Yes,32,5,4,2,2
37122,46185,Yes,37,38,4,9,7
37126,43815,Yes,8,9,2,1,1
37127,45076,Yes,13,39,3,3,3
37131,10918,No,21,15,2,6,5
37137,49906,Yes,44,10,1,5,5
37139,18185,No,39,31,4,19,16
37141,16496,No,20,14,2,5,8
37145,32220,No,18,37,3,18,16
37150,34787,No,28,14,3,2,3
37162,4834,No,47,36,2,6,5
37165,12541,No,28,1,1,1,1
37169,12100,Yes,3,40,2,3,1
37181,20747,Yes,7,34,2,10,7
37189,29808,No,46,7,3,1,2
37191,28741,No,2,16,4,5,5
37193,5037,No,36,37,1,17,24
37195,4986,Yes,15,18,1,3,1
37198,3100,No,22,19,3,1,1
37204,38050,Yes,19,40,1,3,3
37206,43033,Yes,32,16,4,8,6
37218,30677,No,34,12,3,2,2
37219,30170,No,40,22,4,3,4
37220,26401,Yes,40,38,2,2,4
37227,28552,No,36,40,4,32,1
37230,22107,Yes,32,5,1,4,1
37234,15369,No,39,9,3,4,3
37243,13863,Yes,21,33,1,4,2
37245,32706,Yes,6,32,4,4,3
37246,4314,Yes,44,14,4,9,2
37252,44483,No,21,1,1,1,1
37253,24683,Yes,37,16,3,1,1
37254,37238,No,5,16,2,15,9
37256,47444,No,42,31,2,18,7
37269,35128,No,40,28,2,4,18
37270,18248,No,39,8,2,1,1
37278,6909,No,49,15,3,9,8
37280,5994,No,9,2,4,1,2
37282,8012,No,1,36,4,10,32
37287,26253,Yes,43,36,4,1,5
37298,24015,No,41,19,1,2,9
37299,30537,No,13,11,2,2,11
37302,9755,Yes,34,35,2,1,10
37307,1669,Yes,7,6,3,4,2
37310,13275,No,10,14,2,2,2
37313,43371,Yes,26,13,1,2,6
37314,33295,No,0,14,1,13,2
37323,11628,No,1,37,2,1,2
37326,9572,Yes,26,38,1,3,3
37327,21128,Yes,30,37,2,7,5
37328,41307,No,4,30,4,28,25
37335,24037,No,28,34,3,2,1
37346,30905,No,7,19,2,2,1
37350,30310,No,16,15,2,1,7
37353,30398,No,35,12,2,2,3
37357,11027,Yes,47,24,2,5,2
37359,15154,Yes,40,22,3,2,1
37362,25094,No,31,24,2,2,8
37366,42758,No,22,25,2,3,2
37371,7101,No,21,20,2,2,3
37373,8333,No,43,40,3,17,11
37376,37133,Yes,13,21,2,3,1
37383,2683,Yes,26,3,2,2,2
37385,32421,No,8,34,4,8,10
37387,49202,No,19,33,3,20,7
37388,49327,Yes,5,30,3,3,25
37389,32497,No,26,11,2,1,2
37391,21204,Yes,23,39,3,14,3
37396,23053,Yes,5,26,3,15,17
37401,38735,No,17,27,2,6,3
37408,22309,Yes,23,20,2,8,4
37409,38102,No,39,32,4,6,6
37413,19507,Yes,6,17,1,9,2
37416,33801,No,2,34,3,10,10
37419,49208,Yes,32,36,1,6,3
37421,1245,Yes,35,29,4,14,15
37423,6466,Yes,23,21,1,2,3
37424,11636,Yes,7,34,4,13,4
37426,6104,Yes,45,14,1,1,4
37431,1450,Yes,17,39,4,19,7
37441,25303,Yes,49,34,2,17,6
37444,35797,Yes,18,32,1,3,11
37446,6939,No,45,29,2,11,6
37449,10917,Yes,34,15,4,1,10
37450,26903,Yes,7,17,1,8,2
37451,26278,Yes,36,7,4,2,1
37455,38127,No,31,21,1,4,13
37458,28928,No,20,1,4,1,1
37461,10318,No,47,9,4,1,1
37463,9896,No,6,10,1,2,2
37469,7955,No,8,17,1,4,2
37473,6461,Yes,19,40,1,14,12
37475,36886,Yes,31,28,3,10,10
37480,19064,Yes,4,15,1,5,4
37484,37114,Yes,4,35,4,8,17
37489,46239,No,33,29,3,5,6
37495,29975,No,39,1,2,1,1
37499,20848,Yes,33,9,4,1,1
37503,11776,Yes,30,10,3,1,7
37507,1892,No,46,20,2,5,6
37508,22192,Yes,0,16,1,3,1
37512,23457,No,33,20,1,5,12
37513,19931,No,32,16,3,11,10
37515,30355,Yes,41,29,4,2,13
37519,9395,Yes,40,13,4,9,5
37526,10611,Yes,30,22,2,1,1
37527,28876,No,6,28,1,8,6
37530,4233,No,24,11,4,1,5
37534,32207,Yes,8,15,3,10,8
37537,19399,Yes,10,1,2,1,1
37544,50274,No,28,5,1,1,1
37545,10101,No,45,24,2,10,4
37548,24491,Yes,40,17,2,1,3
37569,10555,No,40,2,3,1,1
37571,47077,Yes,5,5,4,1,3
37575,48550,No,27,24,2,4,8
37585,38730,Yes,39,10,2,1,4
37589,29438,No,7,25,2,2,1
37592,33033,Yes,35,24,4,5,2
37595,12584,No,25,25,3,13,2
37596,39880,Yes,24,32,2,28,2
37597,38611,Yes,2,22,3,18,14
37607,44697,Yes,46,2,2,1,1
37608,14931,Yes,12,32,4,2,1
37613,19068,Yes,20,22,3,10,5
37616,47203,Yes,2,2,2,2,1
37618,3725,Yes,10,37,2,10,13
37623,20376,Yes,35,12,3,6,7
37627,5102,Yes,6,39,4,2,1
37628,10607,No,7,23,1,1,1
37629,16423,No,20,14,2,13,6
37633,10676,No,43,7,4,1,6
37638,42117,Yes,39,5,1,4,5
37642,21966,No,39,16,3,1,1
37646,31979,Yes,40,25,4,2,2
37647,14969,No,15,25,1,1,1
37655,6434,Yes,11,34,2,8,4
37656,17698,Yes,39,26,2,10,13
37659,23901,No,16,2,4,1,1
37665,29017,No,25,17,3,4,3
37671,46111,Yes,22,20,4,2,2
37676,22245,Yes,25,13,4,4,7
37679,2672,Yes,12,21,4,7,10
37683,2013,Yes,48,5,3,1,4
37687,7251,No,33,40,4,2,4
37688,37026,Yes,3,23,2,7,15
37691,11169,No,22,25,1,8,9
37692,16405,Yes,36,10,2,5,1
37706,4142,Yes,23,5,4,2,2
37709,20917,No,41,13,2,5,2
37712,3067,No,33,40,3,26,16
37713,36311,Yes,29,11,1,1,1
37714,30898,No,39,40,4,12,6
37725,13212,Yes,6,7,2,3,3
37733,48350,Yes,20,35,2,1,1
37744,42839,Yes,40,2,4,2,2
37748,27291,No,8,15,2,8,1
37749,27051,Yes,27,26,2,11,14
37757,48885,Yes,10,22,2,3,6
37772,10214,Yes,39,19,4,9,7
37774,30932,No,35,16,4,10,9
37777,44159,No,8,13,2,1,1
37780,14104,Yes,31,17,1,6,1
37787,5665,Yes,38,1,4,1,1
37791,3443,No,20,5,2,1,1
37799,16663,Yes,10,9,2,3,6
37803,25823,No,33,4,2,1,1
37807,14349,No,32,30,1,11,17
37809,29254,Yes,22,3,3,1,2
37810,20730,Yes,44,5,3,3,2
37825,41020,No,29,21,4,14,11
37827,50961,No,17,27,1,6,4
37849,48500,No,34,23,2,11,2
37854,34557,No,47,11,4,1,1
37856,7216,No,48,20,2,11,20
37857,15293,No,42,11,4,4,9
37859,3894,Yes,4,12,3,9,5
37867,36224,No,49,15,4,7,5
37876,11824,No,22,21,3,9,6
37881,28348,Yes,36,17,2,1,6
37887,24908,Yes,14,11,3,2,1
37888,50241,Yes,44,17,3,1,1
37890,17185,No,16,27,2,19,7
37901,43305,No,46,9,4,6,7
37905,15471,Yes,20,11,1,1,1
37906,6033,Yes,32,1,2,1,1
37910,48669,Yes,2,40,3,13,29
37913,16608,No,19,38,4,7,19
37918,22791,Yes,34,16,2,7,10
37919,17049,Yes,46,17,2,3,7
37924,43080,No,10,33,3,8,15
37928,2427,No,29,30,1,5,3
37935,18409,Yes,34,17,3,2,6
37943,7583,No,7,17,2,6,4
37951,21995,Yes,15,35,2,7,13
37952,31299,No,30,5,2,1,1
37958,46256,Yes,49,27,4,9,8
37967,29953,No,12,27,4,1,24
37968,6936,Yes,31,2,1,1,2
37975,14661,No,36,12,4,2,1
37976,39606,Yes,44,4,2,1,3
37979,38637,Yes,31,6,3,4,3
37981,44251,No,42,38,4,1,2
37988,40877,Yes,15,20,1,1,2
37994,32424,No,37,39,1,24,11
37996,50784,No,30,18,1,6,2
37997,16969,Yes,33,16,4,4,9
37999,30083,Yes,16,8,2,2,1
38012,26011,No,7,39,2,11,13
38013,20647,Yes,45,38,2,12,4
38014,45150,No,30,1,2,1,1
38032,34490,Yes,34,2,4,2,2
38034,28698,No,23,12,2,2,1
38038,44558,No,48,29,3,10,7
38039,5906,No,39,18,1,5,4
38045,10726,No,7,23,1,12,14
38052,35402,Yes,5,37,2,29,3
38056,4056,No,3,9,2,8,3
38063,14852,No,19,24,3,16,15
38064,21161,No,40,10,2,1,2
38073,23127,Yes,17,38,4,1,3
38076,46555,Yes,29,25,3,5,4
38077,19178,No,6,37,4,11,3
38079,13579,No,7,21,3,10,10
38081,34766,Yes,45,31,1,7,18
38084,21281,Yes,28,17,4,9,12
38086,16339,No,5,8,4,4,3
38089,11847,Yes,39,26,2,2,10
38091,19643,Yes,41,9,4,1,3
38105,35288,No,36,31,2,6,9
38106,24933,No,47,34,1,5,1
38115,3188,No,44,22,2,15,7
38122,21581,No,13,12,3,3,1
38129,48646,No,8,32,4,3,4
38133,45691,No,20,39,2,12,6
38141,9945,Yes,39,6,3,3,1
38159,11092,Yes,45,24,2,1,1
38162,46090,No,36,25,2,15,7
38169,37966,Yes,21,19,3,9,1
38174,1605,No,27,30,2,2,2
38185,3170,Yes,13,12,4,1,2
38186,44650,No,9,3,3,1,1
38190,37691,Yes,42,18,3,14,2
38195,38589,Yes,4,19,2,11,7
38205,30449,No,30,15,1,3,1
38212,44120,No,46,2,2,1,2
38213,28670,No,42,12,3,4,2
38217,8245,No,33,12,2,3,2
38218,20339,Yes,4,11,4,2,5
38220,22762,No,15,34,4,4,9
38222,44723,No,31,29,2,5,5
38224,20961,Yes,1,32,1,1,1
38233,43037,Yes,0,5,2,2,3
38236,38877,No,29,26,2,2,2
38242,34848,Yes,10,9,2,2,1
38244,24348,No,11,37,3,22,22
38250,36714,No,44,11,1,1,1
38253,39462,No,27,36,4,1,11
38259,32639,No,21,6,3,4,2
38260,11909,No,30,26,1,3,5
38263,39369,No,40,14,2,5,2
38266,44045,Yes,38,8,2,1,1
38273,7541,Yes,18,2,1,1,1
38282,17212,Yes,28,23,3,7,7
38283,35440,No,43,24,2,1,2
38287,3579,Yes,10,31,2,14,24
38291,7172,No,33,6,3,1,1
38293,41217,Yes,21,4,3,4,4
38294,36140,No,26,22,4,5,13
38296,13320,Yes,45,24,4,1,1
38300,26877,No,15,36,3,16,3
38314,35272,Yes,4,25,1,19,17
38318,5638,No,25,26,2,13,17
38319,34886,Yes,39,14,4,1,1
38321,37742,No,3,27,4,1,11
38323,39628,No,37,29,1,8,7
38332,24143,Yes,48,40,2,25,10
38336,21599,No,21,16,2,10,14
38338,5827,No,12,15,4,1,1
38340,28873,Yes,28,1,4,1,1
38341,4406,No,37,36,4,2,3
38343,1255,Yes,36,5,1,4,2
38357,23262,No,22,34,3,11,11
38360,12780,Yes,48,1,4,1,1
38369,6887,No,5,39,2,8,6
38373,19074,No,3,19,3,12,5
38377,29308,No,34,34,1,1,1
38385,50351,Yes,18,18,3,2,4
38387,47057,No,38,39,3,3,30
38389,42428,Yes,27,27,1,7,14
38392,25443,Yes,21,15,3,8,1
38394,43871,No,29,21,4,4,5
38402,25716,Yes,26,35,1,7,8
38403,2596,No,42,17,4,9,1
38405,6410,No,5,24,4,5,1
38407,28425,Yes,49,15,1,11,12
38410,49191,Yes,23,2,2,1,2
38414,18470,Yes,24,2,1,1,1
38415,13450,Yes,33,37,4,1,1
38419,6405,No,19,13,3,1,2
38421,36607,Yes,8,24,1,16,7
38423,30574,Yes,7,6,1,3,3
38429,15292,Yes,9,1,4,1,1
38430,21825,No,25,16,1,5,4
38439,23913,No,14,13,3,2,11
38452,6848,No,21,6,2,1,1
38455,41840,No,26,18,1,3,4
38459,33881,No,2,21,4,2,4
38469,17838,No,36,35,2,1,5
38494,20850,Yes,35,21,4,6,17
38503,14633,Yes,24,24,2,9,1
38506,44910,No,17,7,3,1,1
38507,19091,Yes,4,35,4,5,7
38514,50320,No,17,15,4,3,2
38515,13232,Yes,46,18,3,2,1
38516,50702,No,7,19,4,6,6
38518,40280,No,38,4,2,1,1
38521,25934,No,20,32,4,8,11
38529,49530,No,41,25,2,10,2
38535,44240,No,3,24,4,18,7
38540,34919,Yes,43,14,3,12,9
38542,4532,No,25,13,3,6,7
38548,30386,Yes,3,3,3,1,1
38551,11062,Yes,0,30,2,4,6
38556,36788,Yes,3,33,3,18,3
38557,38038,No,13,7,2,6,1
38563,45435,No,10,17,3,1,10
38566,18806,No,16,23,4,1,1
38576,4485,Yes,8,29,4,23,16
38583,3236,No,22,33,1,17,25
38584,21551,Yes,44,30,1,1,1
38585,39477,No,35,4,2,2,2
38592,23662,Yes,23,16,2,3,5
38594,46225,No,44,33,2,13,25
38595,4801,No,19,7,1,1,1
38598,37688,Yes,3,12,2,2,1
38605,20300,No,17,14,1,2,1
38606,31132,Yes,19,37,4,11,14
38607,23349,Yes,45,29,1,5,2
38610,21682,No,25,39,1,8,6
38611,49174,Yes,31,35,3,2,7
38613,39433,No,4,24,1,1,11
38618,25213,Yes,38,10,2,5,6
38627,22871,Yes,32,1,4,1,1
38643,31165,No,47,23,2,3,3
38644,31720,No,37,12,1,3,2
38645,39946,No,48,35,3,3,12
38647,44359,Yes,15,38,2,1,3
38649,49162,No,38,9,3,4,1
38651,17415,No,41,12,3,9,4
38654,43015,No,5,32,4,4,5
38656,46077,Yes,9,1,2,1,1
38663,8688,No,47,17,1,1,1
38666,16079,Yes,0,17,1,1,1
38667,21088,Yes,26,5,3,1,1
38668,17194,No,24,7,2,4,1
38674,12922,Yes,18,2,4,2,1
38675,35142,Yes,44,6,2,1,2
38676,39382,Yes,49,9,4,2,3
38687,1223,No,5,16,2,11,13
38691,3871,No,42,14,3,1,3
38692,50720,No,32,15,2,1,1
38697,24891,No,16,11,2,1,1
38707,3291,No,39,16,1,10,1
38708,43884,Yes,6,13,2,4,3
38717,14987,No,22,10,4,7,8
38719,19743,Yes,23,3,2,2,2
38720,47251,No,26,21,1,2,1
38724,4617,No,15,6,2,1,1
38725,7788,No,44,39,3,7,10
38729,14536,No,36,23,3,14,8
38732,29206,No,6,6,4,2,4
38733,24564,Yes,24,14,3,2,2
38738,27843,Yes,29,25,1,1,1
38742,43700,Yes,42,6,3,1,2
38743,5794,No,9,12,1,6,2
38744,2555,Yes,46,17,3,3,5
38748,45028,Yes,46,20,1,4,7
38754,10372,Yes,46,6,2,1,1
38765,11794,Yes,30,39,2,1,1
38766,39034,Yes,9,19,2,5,1
38767,46630,Yes,47,7,1,2,1
38773,13998,No,7,17,1,9,15
38776,15560,Yes,47,25,1,7,2
38777,6961,No,5,39,2,20,9
38778,24207,No,0,33,3,13,24
38779,36240,Yes,15,15,2,1,2
38782,8643,Yes,1,26,3,2,5
38787,20336,No,25,4,4,1,1
38788,25582,Yes,46,3,1,1,1
38794,50988,No,32,13,4,6,11
38798,45211,Yes,29,25,1,13,6
38800,39651,Yes,5,18,4,4,17
38803,14648,No,32,32,4,2,20
38805,23948,Yes,16,36,4,15,6
38812,19356,Yes,25,29,2,10,9
38820,14525,No,18,26,3,2,4
38822,8289,Yes,24,36,3,7,2
38826,7524,Yes,26,11,3,2,2
38827,32473,Yes,9,7,4,1,1
38828,31909,Yes,13,28,4,4,7
38831,33548,Yes,24,20,3,10,1
38848,35880,Yes,47,3,3,2,3
38849,45692,No,45,5,1,1,1
38858,50058,Yes,35,38,2,7,18
38862,19663,No,0,12,1,2,2
38864,25458,No,27,10,4,1,1
38869,6384,No,49,36,1,2,2
38877,12164,Yes,19,20,3,7,3
38881,1606,No,21,30,1,1,2
38882,47319,No,43,22,1,1,10
38883,43259,Yes,30,9,4,1,4
38888,32005,No,16,4,1,1,1
38889,33451,No,14,9,2,7,2
38891,24905,No,20,24,4,10,3
38906,27939,Yes,7,28,1,8,12
38910,9622,Yes,10,13,3,4,8
38915,38098,No,12,33,4,2,18
38916,26448,No,34,18,1,11,2
38919,33483,Yes,2,35,4,15,2
38924,48736,No,14,20,4,3,8
38930,39697,No,46,36,4,22,23
38932,5617,No,49,37,3,6,6
38934,30624,Yes,28,25,3,1,1
38937,31729,Yes,31,27,2,21,19
38941,19948,Yes,30,26,3,16,16
38947,13517,No,20,38,2,17,22
38953,18173,No,44,26,4,5,5
38954,28028,Yes,41,2,2,2,2
38955,38089,Yes,12,4,2,3,3
38961,16810,No,37,5,2,5,3
38963,21189,No,35,33,1,12,6
38965,6693,No,32,37,4,8,10
38968,19969,No,43,9,3,2,3
38978,11022,Yes,7,1,3,1,1
38979,11701,No,23,18,2,9,9
38982,21766,Yes,2,22,1,7,2
38987,26682,Yes,0,19,4,10,3
